4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.000997304916381836,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,0,True,0.0,1
4,1,True,0.0,1
4,1,True,0.0,7
4,1,True,0.0,10
4,1,True,0.0,2
4,1,True,0.0,3
4,1,True,0.0,3
4,1,True,0.0,2
4,1,True,0.0,18
4,1,True,0.0,1
4,1,True,0.0,4
4,1,True,0.0,2
4,1,True,0.0,6
4,1,True,0.0,8
4,1,True,0.0,1
4,1,True,0.0,16
4,1,True,0.0,3
4,1,True,0.0,1
4,1,True,0.0,7
4,1,True,0.0010211467742919922,5
4,1,True,0.0,11
4,1,True,0.0,7
4,1,True,0.0,12
4,1,True,0.0,2
4,1,True,0.0,9
4,1,True,0.0,5
4,1,True,0.0,14
4,1,True,0.0,4
4,1,True,0.0,10
4,1,True,0.0,4
4,1,True,0.0,7
4,2,True,0.0,0
4,2,True,0.0,0
4,2,True,0.0009982585906982422,0
4,2,True,0.0,0
4,2,True,0.0,0
4,2,True,0.0,0
4,2,True,0.0,0
4,2,True,0.0,0
4,2,True,0.0009963512420654297,0
4,2,True,0.0,0
4,2,True,0.0,0
4,2,True,0.0,0
4,2,True,0.0,0
4,2,True,0.0009970664978027344,0
4,2,True,0.0,0
4,2,True,0.0,0
4,2,True,0.0,0
4,2,True,0.0,0
4,2,True,0.0,0
4,2,True,0.0010025501251220703,0
4,2,True,0.0,0
4,2,True,0.0,0
4,2,True,0.0,0
4,2,True,0.0,0
4,2,True,0.0,0
4,2,True,0.0009927749633789062,0
4,2,True,0.0,0
4,2,True,0.0,0
4,2,True,0.0,0
4,2,True,0.0,0
6,0,False,0.04791855812072754,1000
6,0,False,0.048871517181396484,1000
6,0,False,0.04840826988220215,1000
6,0,False,0.04897117614746094,1000
6,0,False,0.047867536544799805,1000
6,0,False,0.04884505271911621,1000
6,0,False,0.047872066497802734,1000
6,0,False,0.04840517044067383,1000
6,0,False,0.04884219169616699,1000
6,0,False,0.0477442741394043,1000
6,0,False,0.04893159866333008,1000
